,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
0,Gymnospermae,Coniferopsida,O,F,Aethophyllum,Aethophyllum stipulare,119.613,40.887,-251,-247,99.42,35.22,7
1,Gymnospermae,Pteridospermopsida,O,F,Aipteridium,Aipteridium kuqaense,82.959,41.716,-251,-247,76.55,35.48,7
2,Gymnospermae,Coniferopsida,O,Taxodiaceae,Albertia,Albertia cf.speciosa,110.48,19.121,-251,-247,104.84,3.57,7
3,Gymnospermae,Coniferopsida,O,Taxodiaceae,Albertia,Albertia elliptica,110.537,19.178,-251,-247,104.85,3.65,7
4,Gymnospermae,Coniferopsida,O,Taxodiaceae,Albertia,Albertia latifolia,110.488,19.129,-251,-247,104.84,3.58,7
5,Gymnospermae,Coniferopsida,O,F,Ammatopsis,Ammatopsis mira,110.537,19.178,-251,-247,104.85,3.65,7
6,Pteridophyta,Lycopsida,Lepidodendrales,F,Annalepis,Annalepis chudeensis,118.165,40.763,-251,-247,98.08,35.39,7
7,Pteridophyta,Lycopsida,Lepidodendrales,F,Annalepis,Annalepis zeilleri,118.165,40.763,-251,-247,98.08,35.39,7
8,Pteridophyta,Sphenopsida,O,F,Annularia,Annularia shirakii,104.375,25.839,-251,-247,96.26,5.51,7
9,Pteridophyta,Filicopsida,O,F,Anomopteris,Anomopteris minima,113.237,37.608,-251,-247,92.6,33.36,7
10,Pteridophyta,Filicopsida,O,F,Anomopteris,Anomopteris mougeotii,112.326,37.068,-251,-247,91.6,33.04,7
11,Pteridophyta,Filicopsida,O,F,Anomopteris,Anomopteris cf.mougeotii,112.216,34.439,-251,-247,90.68,30.52,7
12,Pteridophyta,Filicopsida,O,Asterothecaceae,Asterotheca,Asterotheca szeiana,110.493,19.127,-251,-247,104.85,3.58,7
13,Pteridophyta,Sphenopsida,Equisetales,F,Calamites,Calamites shanxiensis,112.955,37.023,-251,-237,92.16,32.86,7
14,Pteridophyta,Sphenopsida,Equisetales,F,Calamites,Calamites shanxiensis,110.828,36.998,-251,-247,90.2,33.29,7
15,Gymnospermae,C,O,F,Cardiocarpus,Cardiocarpus yuccinoides,113.055,36.961,-251,-247,92.23,32.78,7
16,Gymnospermae,C,O,F,Cardiocarpus,Cardiocarpus yuccinoides,113.235,37.532,-251,-247,92.58,33.29,7
17,Gymnospermae,C,O,F,Carpolithus,Carpolithus yamasidai,104.214,26.484,-259,-251,96.74,-11.42,7
18,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis cf.raciborskii,82.968,41.723,-251,-247,76.56,35.49,7
19,Gymnospermae,Pteridospermopsida,O,F,Compsopteris,Compsopteris zhonghuaensis,82.959,41.716,-251,-247,76.55,35.48,7
20,Gymnospermae,Pteridospermopsida,O,F,Crematopteris,Crematopteris brevipinnata,112.096,37.676,-251,-247,91.58,33.67,7
21,Gymnospermae,Pteridospermopsida,O,F,Crematopteris,Crematopteris cf.typica,112.32,37.056,-251,-247,91.59,33.03,7
22,Gymnospermae,Pteridospermopsida,O,F,Crematopteris,Crematopteris cf.typica,112.205,35.043,-251,-247,90.85,31.11,7
23,Gymnospermae,Pteridospermopsida,O,F,Crematopteris,Crematopteris ciricinalis,112.148,37.551,-251,-247,91.59,33.54,7
24,Gymnospermae,Pteridospermopsida,O,F,Crematopteris,Crematopteris typica,119.613,40.887,-251,-247,99.42,35.22,7
25,Gymnospermae,Pteridospermopsida,O,F,Ctenozamites,Ctenozamites cycadea,110.471,19.112,-251,-247,104.84,3.56,7
26,Gymnospermae,Coniferopsida,Podozamitales,F,Cycadocarpidium,Cycadocarpidium cf.pilosum,119.613,40.887,-251,-247,99.42,35.22,6
27,Gymnospermae,Cycadopsida,O,F,Drepanozamites,Drepanozamites schizophylla,82.959,41.716,-251,-247,76.55,35.48,6
28,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites qionghaiensis,110.493,19.122,-251,-247,104.85,3.58,6
29,Pteridophyta,Sphenopsida,Equisetales,F,Equisetum,Equisetum mougeotii,119.972,41.687,-251,-247,99.99,35.92,6
30,Pteridophyta,Sphenopsida,Equisetales,F,Equisetum,Equisetum sarrani,117.966,25.231,-251,-247,106.35,12.68,6
