,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
57,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis raciborskii,108.923,35.33,-247,-201,86.7,39.22,7
58,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis raciborskii,108.962,35.3,-247,-201,86.73,39.19,7
59,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis raciborskii,110.992,37.951,-247,-201,89.3,41.62,7
60,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis raciborskii,111.011,40.041,-247,-237,89.69,43.69,7
61,Pteridophyta,Filicopsida,O,F,Cladophlevis,Cladophlevis raciborskii,111.011,40.041,-247,-201,89.69,43.69,7
62,Gymnospermae,Pteridospermopsida,O,F,Compsopteris,Compsopteris hughesii,82.925,41.708,-247,-237,72.78,41.71,7
63,Gymnospermae,Pteridospermopsida,Corystospermaceae,F,Compsopteris,Compsopteris wongii,111.005,40.041,-247,-237,89.68,43.69,7
64,Gymnospermae,Pteridospermopsida,O,F,Compsopteris,Compsopteris hughesii,110.294,29.511,-247,-237,96.22,21.68,7
65,Gymnospermae,Pteridospermopsida,O,F,Ctenozamites,Ctenozamites sarrani,111.005,40.041,-247,-237,89.68,43.69,7
66,Gymnospermae,Pteridospermopsida,O,F,Ctenozamites,Ctenozamites cf.sarrani,112.298,39.001,-247,-237,90.85,42.52,7
67,Gymnospermae,Pteridospermopsida,O,F,Ctenozamites,Ctenozamites cf.sarrani,111.669,36.254,-247,-201,95.62,43.32,7
68,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis fecunda,88.896,44.017,-247,-201,84.73,47.57,7
69,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis magnifolia,109.008,35.245,-247,-237,86.77,39.13,7
70,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis plana,109.008,35.245,-247,-237,86.77,39.13,5
71,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis minuta,110.688,36.104,-247,-201,88.67,39.81,7
72,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis magnifolia,110.501,38.026,-247,-237,88.79,41.74,7
73,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis cf.marantacea,110.505,38.848,-247,-237,88.94,42.55,7
74,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis cf.marantacea,110.998,37.957,-247,-201,89.3,41.62,7
75,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis fecunda,110.992,37.951,-247,-201,89.3,41.62,7
76,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis fecunda,111.127,38.462,-247,-201,89.53,42.11,6
77,Pteridophyta,Filicopsida,O,Angiopteridaceae,Danaeopsis,Danaeopsis fecunda,111.674,36.253,-247,-201,89.72,39.86,7
78,Gymnospermae,Pteridospermopsida,O,F,Dicrodium,Dicrodium allophyllum,123.687,41.282,-247,-237,103.08,43.53,7
79,Gymnospermae,Cycadopsida,O,F,Drepanozamites,Drepanozamites schizophylla,82.925,41.708,-247,-237,72.78,41.71,7
80,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites brevidentatus,93.101,43.571,-247,-237,71.53,49.05,7
81,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites cf.arenaceus,106.938,34.806,-247,-237,84.54,38.9,7
82,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites brevidentatus,89.178,43.901,-247,-237,84.82,47.34,7
83,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites stenodon,89.178,43.901,-247,-237,84.82,47.34,7
84,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites stenodon,109.051,35.211,-247,-237,86.81,39.09,7
85,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites tongchuanensis,109.051,35.209,-247,-237,86.81,39.09,7
86,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites brevidentatus,110.494,38.009,-247,-237,88.78,41.72,6
87,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites stenodon,110.676,36.098,-247,-201,94.5,43.34,7
88,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites cf.mougeoti,110.986,37.951,-247,-201,95.39,45.09,7
89,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites cf.sarrani,111.121,38.461,-247,-201,95.69,45.57,6
90,Pteridophyta,Sphenopsida,Equisetales,F,Equisetites,Equisetites cf.gracilis,110.164,29.475,-247,-237,96.14,21.59,5
91,Pteridophyta,Sphenopsida,Equisetales,F,Equisetum,Equisetum arenaceus,110.164,29.475,-247,-237,96.14,21.59,4
92,Pteridophyta,Sphenopsida,Equisetales,F,Equisetum,Equisetum furongense,110.294,29.511,-247,-237,96.22,21.68,7
93,Gymnospermae,C,Ginkgoales,F,Ginkgo,Ginkgo cf.magnifolia,111.005,40.04,-247,-237,89.68,43.68,7
94,Gymnospermae,C,Ginkgoales,F,Ginkgoidium,Ginkgoidium crassifolium,82.959,41.716,-247,-237,72.82,41.7,7
95,Gymnospermae,C,Ginkgoales,F,Ginkgoites,Ginkgoites cf.chowi,82.959,41.716,-247,-237,72.82,41.7,4
96,Gymnospermae,C,Ginkgoales,F,Ginkgoites,Ginkgoites cf.marginatus,111.005,40.04,-247,-237,89.68,43.68,7
97,Pteridophyta,Filicopsida,O,Gleicheniaceae,Gleichenites,Gleichenites benxiensis,123.692,41.284,-247,-237,103.09,43.54,7
98,Gymnospermae,C,Ginkgoales,F,Glossophyllum,Glossophyllum shensiense,82.959,41.716,-247,-237,72.82,41.7,7
99,Gymnospermae,C,Ginkgoales,F,Glossophyllum,Glossophyllum shensiense,111.005,40.04,-247,-237,89.68,43.68,7
100,Gymnospermae,C,Ginkgoales,F,Glossophyllum,Glossophyllum shensiense,110.986,37.95,-247,-201,95.39,45.09,7
101,Gymnospermae,C,Ginkgoales,F,Glossophyllum,Glossophyllum shensiense,107.841,36.456,-247,-237,85.74,40.45,7
102,Gymnospermae,Pteridospermopsida,O,F,Glossopteris,Glossopteris chinensis,109.018,35.23,-247,-237,86.78,39.12,7
103,Gymnospermae,Pteridospermopsida,O,F,Glossopteris,Glossopteris cf.angustifolia,109.052,35.21,-247,-237,86.81,39.09,4
104,Pteridophyta,Filicopsida,O,Dipteridaceae,Hausmannia,Hausmannia ussuriensis,120.67,41.143,-247,-237,99.95,43.74,7
105,Bryophyta,Hepaticae,O,F,Hepaticites,Hepaticites minutus,123.687,41.282,-247,-237,103.08,43.53,6
106,Pteridophyta,Lycopsida,Isoetales,F,Isoetes,Isoetes ermayingensis,110.661,37.478,-247,-237,88.87,41.18,6
107,Pteridophyta,Lycopsida,Isoetales,F,Isoetes,Isoetes ermayingensis,113.031,36.316,-247,-237,91.14,39.78,6
108,Gymnospermae,Pteridospermopsida,O,Pelaspermaceae,Lepidopteris,Lepidopteris ottonis,84.887,45.579,-247,-201,66.47,53.75,6
109,Gymnospermae,Pteridospermopsida,O,Pelaspermaceae,Lepidopteris,Lepidopteris cf.toretziensis,112.552,36.699,-247,-237,90.71,40.21,6
110,Pteridophyta,Filicopsida,O,F,Lesangeana,Lesangeana qinxianensis,112.516,37.121,-247,-237,90.74,40.64,6
111,Pteridophyta,Filicopsida,O,F,Lesangeana,Lesangeana vogesiaca,112.516,37.121,-247,-237,90.74,40.64,6
112,Pteridophyta,Sphenopsida,Equisetales,F,Lobatannularia,Lobatannularia cf.heianensis,123.687,41.282,-247,-237,103.08,43.53,6
113,Pteridophyta,Lycopsida,Lycopodiales,F,Lycostrobus,Lycostrobus petiolatus,112.508,37.113,-247,-237,90.73,40.63,6
114,Gymnospermae,Cycadopsida,NilssonialesorCycadales,F,Mixophylum,Mixophylum simplex,82.925,41.708,-247,-237,72.78,41.71,7
115,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites merianii,123.687,41.282,-247,-237,103.08,43.53,7
116,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites cf.carrerei,83.139,42.101,-247,-237,73.19,42,7
117,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carrerei,89.178,43.901,-247,-237,84.82,47.34,7
118,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites cf.hoerensis,89.178,43.901,-247,-237,84.82,47.34,7
119,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites shanxiensis,108.759,31.469,-247,-237,93.87,22.59,7
120,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites merianii,108.721,29.964,-247,-237,94.72,21.32,7
121,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites rugosus,110.828,36.998,-247,-201,94.93,44.19,7
122,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites shanxiensis,109.517,30.284,-247,-237,95.16,21.96,7
123,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites shanxiensis,110.573,30.874,-247,-237,95.63,22.95,7
124,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carrerei,111.121,38.461,-247,-201,95.69,45.57,7
125,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites shanxiensis,110.164,29.475,-247,-237,96.14,21.59,7
126,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites shanxiensis,112.955,37.023,-247,-201,97.24,43.85,6
127,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carrerei,108.923,35.331,-247,-237,86.7,39.23,6
128,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carcinoides,93.101,43.571,-247,-237,71.53,49.05,7
129,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carcinoides,89.178,43.901,-247,-237,84.82,47.34,7
130,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carcinoides,110.986,37.95,-247,-201,95.39,45.09,7
131,Pteridophyta,Sphenopsida,Equisetales,F,Neocalamites,Neocalamites carcinoides,109.056,35.209,-247,-237,86.82,39.09,7
132,Gymnospermae,Pteridospermopsida,O,F,Neuropteridium,Neuropteridium voltzii,110.294,29.511,-247,-237,96.22,21.68,7
133,Gymnospermae,Cycadopsida,Nilssoniales,F,Nilssonia,Nilssonia grandifolia,111.005,40.041,-247,-237,89.68,43.69,7
134,Gymnospermae,Cycadopsida,Nilssoniales,F,Nilssonia,Nilssonia costanervis,110.294,29.511,-247,-237,96.22,21.68,6
135,Gymnospermae,Pteridospermopsida,Corystospermaceae,F,Pachypteris,Pachypteris tarimensis,82.925,41.708,-247,-237,72.78,41.71,6
136,Gymnospermae,Pteridospermopsida,Peltaspermaceae,F,Peltaspermum,Peltaspermum cf.rotula,110.829,36.998,-247,-237,88.96,40.69,5
137,Gymnospermae,Pteridospermopsida,Peltaspermaceae,F,Peltaspermum,Peltaspermum miracarinatum,110.165,29.475,-247,-237,96.14,21.59,5
138,Gymnospermae,Coniferopsida,O,Pinaceae,Pityolepis,Pityolepis shanxiensis,110.626,36.759,-247,-201,89.93,33.1,7
139,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia labiata,109.017,35.229,-247,-237,86.78,39.11,6
140,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia tongchuanensis,109.017,35.229,-247,-237,86.78,39.11,6
141,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia wuziwanensis,109.017,35.229,-247,-237,86.78,39.11,6
142,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia wuziwanensis,111.005,40.041,-247,-237,89.68,43.69,7
143,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia marginulata,108.759,31.469,-247,-237,93.87,22.59,7
144,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia sanxiaensis,108.759,31.469,-247,-237,93.87,22.59,7
145,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia sanxiaensis,108.759,31.469,-247,-237,93.87,22.59,7
146,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia pateriformis,109.321,30.801,-247,-237,94.7,22.3,6
147,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia rossica,109.321,30.801,-247,-237,94.7,22.3,6
148,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia marginulata,109.517,30.284,-247,-237,95.16,21.96,6
149,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia marginulata,110.756,30.967,-247,-237,95.71,23.12,6
150,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia sanxiaensis,110.756,30.967,-247,-237,95.71,23.12,7
151,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia hunanensis,110.164,29.475,-247,-237,96.14,21.59,6
152,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia sanxiaensis,110.164,29.475,-247,-237,96.14,21.59,6
153,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia marginulata,113.878,29.711,-247,-237,98.91,23.57,7
154,Pteridophyta,Lycopsida,O,Pleuromeiaceae,Pleuromeia,Pleuromeia sanxiaensis,113.878,29.711,-247,-237,98.91,23.57,6
155,Gymnospermae,Coniferopsida,Podozamitales,F,Podozamites,Podozamites lanceolatus,123.687,41.282,-247,-237,103.08,43.53,6
156,Gymnospermae,Coniferopsida,Podozamitales,F,Podozamites,Podozamites lanceolatus,111.004,40.04,-247,-237,89.68,43.68,7
157,Gymnospermae,C,Ginkgoales,F,Psygmophyllum,Psygmophyllum cf.multipartitum,123.687,41.282,-247,-237,103.08,43.53,6
158,Gymnospermae,Pteridospermopsida,O,F,Sagenopteris,Sagenopteris lanceolatus,110.829,36.998,-247,-201,94.93,44.19,6
159,Gymnospermae,C,O,F,Samaropsis,Samaropsis rhombicus,123.692,41.284,-247,-237,103.09,43.54,6
160,Pteridophyta,Sphenopsida,Equisetales,F,Schizoneura,Schizoneura ornata,123.687,41.282,-247,-237,103.08,43.53,6
161,Gymnospermae,Pteridospermopsida,O,F,Scytophyllum,Scytophyllum hunanense,110.294,29.511,-247,-237,96.22,21.68,6
162,Gymnospermae,Pteridospermopsida,O,F,Scytophyllum,Scytophyllum cryptonerve,111.955,38.632,-247,-237,90.42,42.19,7
163,Pteridophyta,Filicopsida,O,F,Shanxicladus,Shanxicladus pastulosus,112.515,37.113,-247,-237,90.74,40.63,6
164,Gymnospermae,Cycadopsida,O,F,Sinoctenis,Sinoctenis pulcella,105.231,32.196,-247,-237,90.73,21.58,6
165,Gymnospermae,Cycadopsida,O,F,Sinozamites,Sinozamites magnus,123.687,41.282,-247,-237,103.08,43.53,6
166,Gymnospermae,Cycadopsida,O,F,Sinozamites,Sinozamites myrioneurus,123.687,41.282,-247,-237,103.08,43.53,6
167,Gymnospermae,C,Ginkgoales,F,Sphenobaiera,Sphenobaiera qiandianziense,123.687,41.282,-247,-237,103.08,43.53,6
168,Gymnospermae,C,Ginkgoales,F,Sphenobaiera,Sphenobaiera cf.crassinervis,111.005,40.04,-247,-237,89.68,43.68,7
169,Gymnospermae,C,Ginkgoales,F,Sphenobaiera,Sphenobaiera rugata,110.986,37.95,-247,-201,95.39,45.09,7
170,Pteridophyta,Filicopsida,O,F,Sphenopteris,Sphenopteris digitata,123.692,41.284,-247,-237,103.09,43.54,6
171,Pteridophyta,Filicopsida,O,F,Sphenopteris,Sphenopteris lobophylla,123.692,41.284,-247,-237,103.09,43.54,6
172,Gymnospermae,Ginkgopsida,Sphenobaierales,Sphenobaieracea,Stenorachis,Stenorachis lepida,109.017,35.23,-247,-237,86.78,39.12,6
173,Gymnospermae,Ginkgopsida,Sphenobaierales,Sphenobaieracea,Stenorachis,Stenorachis lepida,111.005,40.04,-247,-237,89.68,43.68,6
174,Gymnospermae,C,Coniferales,F,Swedenborgia,Swedenborgia linjiaensis,123.692,41.284,-247,-237,103.09,43.54,6
175,Pteridophyta,Filicopsida,O,Marattiaceae,Symopteris,Symopteris cf.densinervis,123.692,41.284,-247,-237,103.09,43.54,6
176,Pteridophyta,Filicopsida,O,Marattiaceae,Symopteris,Symopteris zeilleri,123.692,41.284,-247,-237,103.09,43.54,6
177,Pteridophyta,Sphenopsida,Equisetales,F,Taeniocladopsis,Taeniocladopsis rhizomoides,109.051,35.209,-247,-237,86.81,39.09,6
178,Gymnospermae,Cycadopsida,O,F,Taeniopteris,Taeniopteris abnormis,111.005,40.041,-247,-237,89.68,43.69,6
179,Gymnospermae,Cycadopsida,O,F,Taeniopteris,Taeniopteris longxianensis,106.938,34.806,-247,-237,84.54,38.9,6
180,Gymnospermae,Pteridospermopsida,O,F,Tersiella,Tersiella radczenkoi,82.925,41.708,-247,-237,72.78,41.71,6
181,Gymnospermae,Pteridospermopsida,O,F,Thinnfeldia,Thinnfeldia major,123.687,41.282,-247,-237,103.08,43.53,6
182,Gymnospermae,Pteridospermopsida,O,F,Thinnfeldia,Thinnfeldia nordenskioeldii,110.294,29.511,-247,-237,96.22,21.68,7
183,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,82.962,41.717,-247,-237,72.82,41.7,6
184,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,110.992,37.951,-247,-201,89.3,41.62,6
185,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites paralobifolius,111.127,38.462,-247,-201,89.53,42.11,6
186,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,111.017,40.048,-247,-237,89.7,43.69,6
187,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,112.326,39.024,-247,-237,90.88,42.54,6
188,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,109.086,34.945,-247,-201,92.45,42.47,6
189,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,109.224,36.383,-247,-201,93,43.86,6
190,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,110.7,38.643,-247,-201,95.29,45.82,6
191,Pteridophyta,Filicopsida,O,Osmundaceae,Todites,Todites shensiensis,111.017,40.048,-247,-201,96.08,47.13,7
192,Gymnospermae,Pteridospermopsida,O,F,Tongchuanophyllum,Tongchuanophyllum concinnum,109.052,35.21,-247,-237,86.81,39.09,7
193,Gymnospermae,Pteridospermopsida,O,F,Tongchuanophyllum,Tongchuanophyllum shensiense,109.052,35.21,-247,-237,86.81,39.09,7
194,Gymnospermae,Pteridospermopsida,O,F,Tongchuanophyllum,Tongchuanophyllum trigonus,109.052,35.21,-247,-237,86.81,39.09,7
195,Gymnospermae,Pteridospermopsida,O,F,Tongchuanophyllum,Tongchuanophyllum cf.shensiense,112.509,37.113,-247,-237,90.73,40.63,7
196,Gymnospermae,Pteridospermopsida,O,F,Tongchuanophyllum,Tongchuanophyllum magnifolius,112.06,38.699,-247,-201,96.79,45.64,7
197,Gymnospermae,Coniferopsida,O,Voltziaceae,Voltzia,Voltzia cf.koeneni,110.48,19.121,-247,-237,100.34,17.53,7
198,Gymnospermae,Coniferopsida,O,Voltziaceae,Voltzia,Voltzia weismanni,110.48,19.121,-247,-237,100.34,17.53,7
199,Gymnospermae,Coniferopsida,O,Voltziaceae,Voltzia,Voltzia cf.walchiaeformis,110.601,37.689,-247,-237,88.84,41.4,7
