,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
25,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.major,110.972,30.828,-201,-163,116.69,35.07,7
26,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.major,110.516,40.561,-201,-174,116.93,48.58,6
27,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.major,115.78,39.887,-201,-174,122.75,47.39,6
28,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.major,119.178,29.297,-201,-163,125.58,35.33,6
29,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.major,119.395,41.243,-201,-174,127.1,48.33,6
30,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.marginatus,114.896,30.326,-201,-174,120.53,37.9,6
31,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.marginatus,119.602,40.089,-201,-174,127.06,47.16,6
32,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.minor,113.741,27.965,-201,-174,119.85,35.39,6
33,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.nilssoni,119.395,41.243,-201,-174,127.1,48.33,6
34,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites cf.nitida,119.602,40.089,-201,-174,127.06,47.16,6
35,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites hartzii,119.602,40.089,-201,-174,127.06,47.16,6
36,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites inconstans,105.573,32.339,-201,-174,110.1,38.25,6
37,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites inconstans,106.562,29.288,-201,-174,111.94,35.44,6
38,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites inconstans,111.782,30.824,-201,-174,117.07,37.86,6
39,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites inconstans,111.782,30.824,-201,-174,117.07,37.86,6
40,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites jingmenensis,112.508,30.765,-201,-174,117.86,37.93,6
41,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,119.602,40.089,-201,-174,127.06,47.16,7
42,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites nilssoni,111.913,31.085,-201,-174,117.14,38.14,7
43,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites nilssoni,115.69,39.971,-201,-174,122.67,47.48,7
44,Pteridophyta,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites nitida,119.395,41.243,-201,-174,127.1,48.33,7
45,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites pseudomuensterii,113.849,27.626,-201,-174,120.04,35.07,7
46,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites quadratus,116.246,30.271,-201,-174,121.99,38.06,6
47,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites thomasi,115.932,39.962,-201,-174,122.94,47.44,7
48,Gymnospermae,C,O,F,Antholithes,Antholithes chinensis,103.928,30.972,-201,-174,108.75,36.61,7
49,Gymnospermae,C,O,F,Antholithus,Antholithus yangshugouensis,119.613,40.887,-201,-174,127.26,47.95,7
50,Gymnospermae,Cycadopsida,Cycadales,F,Anthrophyopsis,Anthrophyopsis leeana,113.849,27.626,-201,-174,120.04,35.07,7
51,Gymnospermae,Pteridospermopsida,O,F,Anthrophyopsis,Anthrophyopsis leeiana,113.849,27.626,-201,-174,120.04,35.07,7
52,Gymnospermae,Filicopsida,O,Asterothecaceae,Asterotheca,Asterotheca acuminata,112.635,41.277,-201,-174,119.48,49.09,7
53,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera pulchella,126.656,45.74,-201,-145,132.89,49.31,4
54,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera baitianbaensis,105.572,32.338,-201,-174,110.1,38.24,7
55,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera ahnertii,116.194,39.97,-201,-174,123.23,47.42,7
56,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera asadai,119.16,36.654,-201,-174,125.86,43.81,7
57,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera asadai,115.78,39.886,-201,-174,120.49,43.19,7
58,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera asadai,118.922,40.809,-201,-174,126.47,47.95,7
59,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera asymmetrica,120.765,41.798,-201,-174,128.76,48.71,7
60,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,106.999,40.327,-201,-174,112.87,48.66,7
61,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,114.822,30.138,-201,-174,120.49,37.7,7
62,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,116.945,26.264,-201,-174,123.64,34.23,7
63,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,119.616,28.373,-201,-174,126.06,36.72,7
64,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,123.423,41.833,-201,-145,128.62,44.93,7
65,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,124.141,42.842,-201,-145,129.43,45.92,7
66,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,124.562,44.018,-201,-145,130.56,47.64,7
67,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,125.499,44.289,-201,-145,131.57,47.89,7
68,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.gracilis,115.78,39.886,-201,-145,120.49,43.19,7
69,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.guilhaumati,106.514,29.387,-201,-174,111.87,35.53,7
70,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.guilhaumati,116.245,30.27,-201,-174,121.99,38.06,5
71,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.guilhaumati,119.023,32.104,-201,-174,124.57,40.3,7
72,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.lindleyana,110.505,40.547,-201,-163,116.54,45.92,7
73,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.muensteriana,104.666,29.53,-201,-174,109.9,35.34,7
74,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.muensteriana,110.274,31.287,-201,-174,115.35,38.06,7
75,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.muensteriana,110.274,31.287,-201,-174,115.35,38.06,7
76,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.muensteriana,113.092,39.826,-201,-174,119.71,47.6,6
77,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.muensteriana,117.957,40.949,-201,-174,125.42,48.2,7
78,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.multipartita,106.514,29.387,-201,-174,111.87,35.53,7
79,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.taeniata,125.499,44.289,-201,-145,131.57,47.89,7
80,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.ahnertii,108.815,38.149,-201,-174,114.58,46.34,7
81,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.angustiloba,124.562,44.018,-201,-145,130.56,47.64,7
82,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.asadai,119.16,36.654,-201,-145,123.9,39.87,7
83,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.concinna,127.061,41.945,-201,-174,135.75,48.07,7
84,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.elegans,106.514,29.387,-201,-174,111.87,35.53,7
85,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.elegans,118.158,25.14,-201,-174,125.17,33.31,7
86,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.furcata,110.516,40.56,-201,-163,116.55,45.93,6
87,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.furcata,110.972,30.828,-201,-163,116.69,35.07,7
88,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera cf.furcata,111.786,34.757,-201,-163,117.46,40.08,7
89,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera concinna,116.194,39.97,-201,-163,122.66,45.06,6
90,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera concinna,119.394,41.243,-201,-163,126.26,46.15,5
91,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera concinna,119.601,40.089,-201,-174,127.06,47.16,4
92,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera exilis,110.757,30.966,-201,-174,115.94,37.83,7
93,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,104.966,28.848,-201,-174,110.39,34.72,7
94,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,109.287,37.958,-201,-163,115.01,43.39,7
95,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,110.756,31.358,-201,-174,115.84,38.21,4
96,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,113.292,40.075,-201,-163,119.53,45.32,7
97,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,115.78,39.886,-201,-174,122.75,47.38,7
98,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,119.601,40.089,-201,-174,127.06,47.16,7
99,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,119.734,41.125,-201,-174,127.45,48.17,7
100,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,87.627,44.924,-201,-145,90.6,48.49,7
101,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,85.668,37.388,-201,-163,91.98,38.02,7
102,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,82.924,41.707,-201,-174,93.27,48.62,7
103,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera furcata,101.778,36.62,-201,-163,108.26,37.43,4
104,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,110.933,30.527,-201,-174,116.24,37.43,7
105,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,111.786,34.757,-201,-163,117.46,40.08,6
106,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,114.445,39.402,-201,-174,121.15,47.04,6
107,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,117.014,36.667,-201,-145,121.65,39.94,6
108,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,116.194,39.97,-201,-174,123.23,47.42,6
109,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,119.163,36.65,-201,-174,125.86,43.81,6
110,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,118.922,40.809,-201,-174,126.47,47.95,6
111,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,124.562,44.018,-201,-145,130.56,47.64,6
112,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,120.572,40.418,-201,-145,125.55,43.6,6
113,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,119.163,36.65,-201,-145,123.9,39.87,6
114,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera gracilis,121.664,42.019,-201,-145,126.78,45.17,7
115,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera guilhaumati,110.933,30.527,-201,-174,116.24,37.43,7
116,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera guilhaumati,116.824,30.736,-201,-174,122.5,38.61,7
117,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera guilhaumati,118.791,32.06,-201,-174,124.32,40.22,7
118,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera hallei,111.932,38.358,-201,-145,116.39,41.74,7
119,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera kidoi,113.375,28.061,-201,-174,119.43,35.42,7
120,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera kidoi,125.499,44.289,-201,-145,131.57,47.89,7
121,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera luppovi,115.78,39.886,-201,-174,122.75,47.38,7
122,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera manchurica,108.949,34.266,-201,-163,114.39,39.72,7
123,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera manchurica,121.562,38.897,-201,-145,126.51,42.05,7
124,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera manchurica,124.562,44.018,-201,-145,130.56,47.64,7
125,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera manchuriensis,121.241,38.864,-201,-145,126.17,42.03,7
126,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera minima,124.141,42.842,-201,-145,129.43,45.92,6
127,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera muensteriana,118.463,40.793,-201,-174,125.95,47.99,6
128,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera muliensis,99.183,38.143,-201,-163,104.03,43.91,7
129,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera multipartita,104.073,30.653,-201,-174,108.99,36.32,7
130,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera multipartita,106.999,40.327,-201,-174,112.87,48.66,7
131,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera multipartita,108.516,31.366,-201,-174,113.46,37.83,7
132,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera multipartita,112.475,26.55,-201,-174,118.82,33.79,7
133,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera multipartita,118.757,32.062,-201,-174,124.29,40.22,7
134,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera orientalis,125.499,44.289,-201,-145,131.57,47.89,6
135,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera pseudogracilis,104.966,28.848,-201,-174,110.39,34.72,6
136,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera ziguiensis,110.758,30.991,-201,-174,115.94,37.85,5
137,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera dendritica,119.564,40.07,-201,-174,127.02,47.15,5
138,Gymnospermae,Coniferopsida,Coniferales,F,Brachyphyllum,Brachyphyllum boreale,117.68,49.466,-201,-145,123.41,53.22,7
139,Gymnospermae,Coniferopsida,Coniferales,F,Brachyphyllum,Brachyphyllum muensteri,113.292,40.075,-201,-163,119.99,47.83,6
140,Gymnospermae,C,O,F,Carpolithes,Carpolithes globularis,106.537,29.405,-201,-145,111.72,30.66,6
141,Gymnospermae,C,O,F,Carpolithus,Carpolithus acanthus,96.016,37.523,-201,-163,102.45,40.76,6
142,Gymnospermae,C,O,F,Carpolithus,Carpolithus auritus,96.016,37.523,-201,-163,102.45,40.76,7
143,Gymnospermae,C,O,F,Carpolithus,Carpolithus retioformus,96.016,37.523,-201,-163,102.45,40.76,7
144,Gymnospermae,C,O,F,Carpolithus,Carpolithus strumatus,96.016,37.523,-201,-163,102.45,40.76,7
145,Gymnospermae,C,O,F,Carpolithus,Carpolithus yamasidai,103.041,30.013,-201,-145,108.14,30.39,7
146,Gymnospermae,C,O,F,Carpolithus,Carpolithus yamasidai,109.935,33.864,-201,-145,113.5,35.76,6
147,Pteridophyta,Filicopsida,O,F,Klukia,Klukia exilis,119.193,36.643,-201,-174,125.89,43.8,6
148,Gymnospermae,Cycadopsida,Bennettiales,F,Anomozamites,Anomozamites minor,118.464,40.794,-201,-174,125.95,47.99,6
149,Pteridophyta,Filicopsida,O,Dicksoniaceae,Coniopteris,Coniopteris onychioides,99.248,37.433,-201,-163,105.69,38.22,6
150,Pteridophyta,Filicopsida,O,Schizaeaceae,Klukia,Klukia exilis,99.255,37.439,-201,-163,105.7,38.22,7
151,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris groenlandensis,113.268,26.035,-201,-174,119.78,33.41,6
152,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,100.827,39.322,-201,-163,105.88,45.05,6
153,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,111.92,31.034,-201,-145,116.45,33.54,7
154,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,111.782,30.824,-201,-163,117.52,35.24,6
155,Gymnospermae,Cycadopsida,Bennettiales,F,Nilssoniopteris,Nilssoniopteris vittata,117.662,49.509,-201,-145,123.39,53.27,6
156,Gymnospermae,Cycadopsida,O,F,Nilssoniopteris,Nilssoniopteris vittata,111.92,31.034,-201,-163,117.59,35.48,7
157,Gymnospermae,Cycadopsida,O,F,Nilssoniopteris,Nilssoniopteris vittata,119.573,40.078,-201,-145,124.48,43.28,6
158,Gymnospermae,Cycadopsida,Bennettiales,F,Pterophyllum,Pterophyllum nathorsti,110.516,40.561,-201,-174,116.93,48.58,6
159,Gymnospermae,Coniferopsida,O,F,Storgaardia,Storgaardia spectablis,96.016,37.523,-201,-163,102.45,40.76,6
160,Gymnospermae,Coniferopsida,O,F,Storgaardia,Storgaardia spectablis,107.539,31.164,-201,-163,112.49,37.45,6
161,Gymnospermae,Coniferopsida,O,F,Storgaardia,Storgaardia spectablis,110.687,28.021,-201,-163,116.59,34.93,6
162,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera concinna,121.196,41.512,-201,-145,126.26,44.67,7
163,Gymnospermae,C,Ginkgoales,F,Baiera,Baiera lindleyana,119.16,36.654,-201,-145,123.9,39.87,6
164,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus laxiflora,113.292,40.075,-201,-145,117.87,43.43,6
165,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion paucipartita,107.535,31.166,-201,-174,112.48,37.46,6
166,Gymnospermae,C,Ginkgoales,F,Sphenobaiera,Sphenobaiera boeggildiana,107.535,31.166,-201,-174,112.48,37.46,6
167,Gymnospermae,Ginkgopsida,Czekanowskiales,F,Vittifoliolum,Vittifoliolum multinerve,96.016,37.523,-201,-174,102.45,40.76,6
168,Gymnospermae,Ginkgopsida,Czekanowskiales,F,Vittifoliolum,Vittifoliolum segregatum,96.016,37.523,-201,-174,102.45,40.76,7
169,Pteridophyta,Filicopsida,O,Dicksoniaceae,Ciliatopteris,Ciliatopteris pecotinata,100.264,37.867,-201,-163,105.2,43.61,7
170,Pteridophyta,Filicopsida,O,F,Cladophlebidium,Cladophlebidium wongi,113.861,27.628,-201,-174,120.05,35.08,6
171,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis aff.asiatica,120.822,41.842,-201,-174,128.83,48.75,6
172,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis aktashensis,111.987,26.388,-201,-174,118.35,33.55,6
173,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis angusta,95.371,37.857,-201,-174,101.8,41.12,6
174,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis arguta,110.522,40.561,-201,-174,116.94,48.58,6
175,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,96.017,37.524,-201,-174,102.45,40.76,6
176,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,105.73,33.741,-201,-145,109.46,34.62,6
177,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,109.855,37.7,-201,-145,114.19,41.11,6
178,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,113.192,41.435,-201,-163,119.55,46.68,6
179,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,114.588,39.84,-201,-174,121.4,47.46,6
180,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,115.786,39.888,-201,-174,122.76,47.39,6
181,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,120.77,41.8,-201,-174,128.76,48.71,6
182,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis argutula,124.592,51.923,-201,-174,136.95,58.69,7
183,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,102.644,37.934,-201,-174,107.53,46.61,6
184,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,111.073,39.033,-201,-145,115.5,42.43,6
185,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,102.637,37.928,-201,-163,107.78,43.6,6
186,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,107.508,31.211,-201,-174,112.44,37.49,6
187,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,107.508,31.211,-201,-174,112.44,37.49,6
188,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,108.826,31.121,-201,-174,113.86,37.64,6
189,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,111.067,39.028,-201,-163,117.02,44.38,6
190,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,114.908,30.329,-201,-174,120.54,37.9,6
191,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,116.142,39.747,-201,-163,122.59,44.84,7
192,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,116.209,39.978,-201,-174,123.25,47.43,7
193,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,119.607,40.09,-201,-174,127.07,47.16,7
194,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,120.822,41.842,-201,-174,128.83,48.75,7
195,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,124.066,40.452,-201,-163,131.2,45.06,7
196,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis asiatica,124.066,40.452,-201,-163,131.2,45.06,7
197,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis beijingensis,115.947,39.973,-201,-174,122.96,47.45,7
198,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.arguta,111.063,39.027,-201,-145,115.49,42.42,7
199,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.arguta,114.282,39.76,-201,-174,121.04,47.42,7
200,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.bitchuensis,125.801,43.416,-201,-174,134.77,49.68,6
201,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.denticulatus,95.371,37.857,-201,-174,101.8,41.12,6
202,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.denticulatus,106.487,33.854,-201,-145,110.15,34.91,6
203,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.denticulatus,110.762,30.963,-201,-163,116.44,35.16,6
204,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.divaricata,95.371,37.857,-201,-174,101.8,41.12,7
205,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.gigantea,115.947,39.973,-201,-174,122.96,47.45,7
206,Gymnospermae,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.goeppertianus,119.226,29.373,-201,-163,125.61,35.41,7
207,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.nalivkini,117.899,28.559,-201,-174,124.16,36.64,7
208,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.nebbensis,126.803,41.79,-201,-174,135.43,47.95,6
209,Pteridophyta,Filicopsida,O,Osmundaceae,Cladophlebis,Cladophlebis cf.scariosa,96.017,37.524,-201,-174,102.45,40.76,6
